,﻿省份,累计确诊,新增确诊,现有确诊,累计治愈,新增治愈,累计死亡,新增死亡,新增无症状,新增本土确诊
694,广东,2108,2,43,2057,2,8,0,0,0
695,广东,2106,2,43,2055,2,8,0,0,0
696,广东,2104,5,43,2053,1,8,0,0,0
697,广东,2099,1,39,2052,3,8,0,0,0
698,广东,2098,5,41,2049,5,8,0,0,0
699,广东,2093,0,41,2044,0,8,0,0,0
700,广东,2093,3,41,2044,5,8,0,0,0
701,广东,2090,3,43,2039,4,8,0,0,0
702,广东,2087,1,44,2035,1,8,0,0,0
703,广东,2086,2,44,2034,2,8,0,0,0
704,广东,2084,3,44,2032,2,8,0,0,0
705,广东,2081,3,43,2030,2,8,0,0,0
706,广东,2078,0,42,2028,0,8,0,0,0
707,广东,2078,3,42,2028,4,8,0,0,0
708,广东,2075,7,43,2024,2,8,0,0,0
709,广东,2068,0,38,2022,0,8,0,0,0
710,广东,2068,1,38,2022,0,8,0,0,0
711,广东,2067,2,37,2022,2,8,0,0,0
712,广东,2065,5,37,2020,5,8,0,0,0
713,广东,2060,0,37,2015,0,8,0,0,0
714,广东,2060,3,37,2015,1,8,0,0,0
715,广东,2057,4,35,2014,2,8,0,0,0
716,广东,2053,2,33,2012,0,8,0,0,0
717,广东,2051,2,31,2012,1,8,0,0,0
718,广东,2049,3,30,2011,1,8,0,0,0
719,广东,2046,2,28,2010,2,8,0,0,0
720,广东,2044,3,28,2008,0,8,0,0,0
721,广东,2041,1,25,2008,0,8,0,0,0
722,广东,2040,1,24,2008,5,8,0,0,0
723,广东,2039,1,28,2003,5,8,0,0,0
724,广东,2038,0,32,1998,2,8,0,0,0
725,广东,2038,2,34,1996,3,8,0,0,0
726,广东,2036,0,35,1993,0,8,0,0,0
727,广东,2036,1,35,1993,7,8,0,0,0
728,广东,2035,4,41,1986,6,8,0,0,0
729,广东,2031,0,43,1980,0,8,0,0,0
730,广东,2031,3,43,1980,1,8,0,0,0
731,广东,2028,1,41,1979,2,8,0,0,0
732,广东,2027,1,42,1977,3,8,0,0,0
733,广东,2026,4,44,1974,1,8,0,0,0
734,广东,2022,1,41,1973,0,8,0,0,0
735,广东,2021,3,40,1973,0,8,0,0,0
736,广东,2018,1,37,1973,0,8,0,0,0
737,广东,2017,1,36,1973,1,8,0,0,0
738,广东,2016,1,36,1972,2,8,0,0,0
739,广东,2015,2,37,1970,1,8,0,0,0
740,广东,2013,3,36,1969,1,8,0,0,0
741,广东,2010,1,34,1968,2,8,0,0,0
742,广东,2009,2,35,1966,2,8,0,0,0
743,广东,2007,3,35,1964,4,8,0,0,0
744,广东,2004,2,36,1960,4,8,0,0,0
745,广东,2002,2,38,1956,0,8,0,0,0
746,广东,2000,3,36,1956,3,8,0,0,0
747,广东,1997,1,36,1953,1,8,0,0,0
748,广东,1996,4,36,1952,1,8,0,0,0
749,广东,1992,3,33,1951,2,8,0,0,0
750,广东,1989,0,32,1949,0,8,0,0,0
751,广东,1989,1,32,1949,2,8,0,0,0
752,广东,1988,0,33,1947,0,8,0,0,0
753,广东,1988,0,33,1947,5,8,0,0,0
754,广东,1988,0,38,1942,0,8,0,0,0
755,广东,1988,4,38,1942,1,8,0,0,0
756,广东,1984,1,35,1941,1,8,0,0,0
757,广东,1983,8,35,1940,3,8,0,0,0
758,广东,1975,0,30,1937,2,8,0,0,0
759,广东,1975,0,32,1935,0,8,0,0,0
760,广东,1975,0,32,1935,2,8,0,0,0
761,广东,1975,2,34,1933,0,8,0,0,0
762,广东,1973,1,32,1933,3,8,0,0,0
763,广东,1972,1,34,1930,5,8,0,0,0
764,广东,1971,3,38,1925,2,8,0,0,0
765,广东,1968,2,37,1923,1,8,0,0,0
766,广东,1966,3,36,1922,0,8,0,0,0
767,广东,1963,7,33,1922,1,8,0,0,0
768,广东,1956,0,27,1921,3,8,0,0,0
769,广东,1956,1,30,1918,3,8,0,0,0
770,广东,1955,0,32,1915,6,8,0,0,0
771,广东,1955,10,38,1909,5,8,0,0,0
772,广东,1945,0,33,1904,2,8,0,0,0
773,广东,1945,2,35,1902,0,8,0,0,0
774,广东,1943,2,33,1902,3,8,8,0,0
775,广东,1941,3,42,1899,3,0,-8,0,0
776,广东,1938,0,34,1896,5,8,0,0,0
777,广东,1938,3,39,1891,0,8,0,0,0
778,广东,1935,8,36,1891,4,8,0,0,0
779,广东,1927,5,32,1887,5,8,0,0,0
780,广东,1922,3,32,1882,0,8,0,0,0
781,广东,1919,3,29,1882,5,8,0,0,0
782,广东,1916,2,31,1877,7,8,0,0,0
783,广东,1914,3,36,1870,0,8,0,0,0
784,广东,1911,2,33,1870,1,8,0,0,0
785,广东,1909,1,32,1869,4,8,0,0,0
786,广东,1908,4,35,1865,8,8,0,0,0
787,广东,1904,0,39,1857,0,8,0,0,0
788,广东,1904,9,39,1857,9,8,0,0,0
789,广东,1895,0,39,1848,0,8,0,0,0
790,广东,1895,3,39,1848,4,8,0,0,0
791,广东,1892,3,40,1844,3,8,0,0,0
792,广东,1889,5,40,1841,1,8,0,0,0
793,广东,1884,3,36,1840,8,8,0,0,0
794,广东,1881,4,41,1832,0,8,0,0,0
795,广东,1877,2,37,1832,1,8,0,0,0
796,广东,1875,6,36,1831,5,8,0,0,0
797,广东,1869,0,35,1826,0,8,0,0,0
798,广东,1869,6,35,1826,1,8,0,0,0
799,广东,1863,2,30,1825,2,8,0,0,0
800,广东,1861,3,30,1823,1,8,0,0,0
801,广东,1858,6,28,1822,0,8,0,0,0
802,广东,1852,1,22,1822,1,8,0,0,0
803,广东,1851,3,22,1821,6,8,0,0,0
804,广东,1848,0,25,1815,7,8,0,0,0
805,广东,1848,2,32,1808,0,8,0,0,0
806,广东,1846,5,30,1808,2,8,0,0,0
807,广东,1841,1,27,1806,2,8,0,0,0
808,广东,1840,6,28,1804,1,8,0,0,0
809,广东,1834,5,23,1803,4,8,0,0,0
810,广东,1829,2,22,1799,0,8,0,0,0
811,广东,1827,0,20,1799,3,8,0,0,0
812,广东,1827,8,23,1796,4,8,0,0,0
813,广东,1819,5,19,1792,7,8,0,0,0
814,广东,1814,0,21,1789,4,8,0,0,0
815,广东,1814,2,21,1785,0,8,0,0,0
816,广东,1812,3,19,1785,3,8,0,0,0
817,广东,1809,2,19,1782,2,8,0,0,0
818,广东,1807,0,19,1780,3,8,0,0,0
819,广东,1807,4,22,1777,3,8,0,0,0
820,广东,1803,3,21,1774,3,8,0,0,0
821,广东,1800,3,21,1771,3,8,0,0,0
822,广东,1797,4,21,1768,1,8,0,0,0
823,广东,1793,6,18,1767,3,8,0,0,0
824,广东,1787,3,15,1764,4,8,0,0,0
825,广东,1784,1,16,1760,3,8,0,0,0
826,广东,1783,1,18,1757,4,8,0,0,0
827,广东,1782,4,21,1753,5,8,0,0,0
828,广东,1778,1,22,1748,0,8,0,0,0
829,广东,1777,1,21,1748,3,8,0,0,0
830,广东,1776,2,23,1745,2,8,0,0,0
831,广东,1774,4,23,1743,0,8,0,0,0
832,广东,1770,1,19,1743,6,8,0,0,0
833,广东,1769,0,24,1737,2,8,0,0,0
834,广东,1769,2,26,1735,2,8,0,0,0
835,广东,1767,4,26,1733,6,8,0,0,0
836,广东,1763,3,28,1727,4,8,0,0,0
837,广东,1760,2,29,1723,1,8,0,0,0
838,广东,1758,13,28,1722,0,8,0,0,0
839,广东,1745,3,15,1722,1,8,0,0,0
840,广东,1742,2,13,1721,0,8,0,0,0
841,广东,1740,2,11,1721,3,8,0,0,0
842,广东,1738,0,12,1718,0,8,0,0,0
843,广东,1738,1,12,1718,2,8,0,0,0
844,广东,1737,2,13,1716,1,8,0,0,0
845,广东,1735,1,12,1715,11,8,0,0,0
846,广东,1734,0,22,1704,0,8,0,0,0
847,广东,1734,4,22,1704,2,8,0,0,0
848,广东,1730,3,20,1702,1,8,0,0,0
849,广东,1727,0,18,1701,2,8,0,0,0
850,广东,1727,2,20,1699,3,8,0,0,0
851,广东,1725,0,21,1696,1,8,0,0,0
852,广东,1725,0,22,1695,8,8,0,0,0
853,广东,1725,0,30,1687,0,8,0,0,0
854,广东,1725,4,30,1687,0,8,0,0,0
855,广东,1721,1,26,1687,3,8,0,0,0
856,广东,1720,8,28,1684,0,8,0,0,0
857,广东,1712,3,20,1684,1,8,0,0,0
858,广东,1709,2,18,1683,2,8,0,0,0
859,广东,1707,0,18,1681,3,8,0,0,0
860,广东,1707,2,21,1678,2,8,0,0,0
861,广东,1705,6,21,1676,4,8,0,0,0
862,广东,1699,3,19,1672,1,8,0,0,0
863,广东,1696,3,17,1671,2,8,0,0,0
864,广东,1693,5,16,1669,5,8,0,0,0
865,广东,1688,1,16,1664,3,8,0,0,0
866,广东,1687,0,18,1661,0,8,0,0,0
867,广东,1687,0,18,1661,2,8,0,0,0
868,广东,1687,0,20,1659,0,8,0,0,0
869,广东,1687,4,20,1659,2,8,0,0,0
870,广东,1683,1,18,1657,3,8,0,0,0
871,广东,1682,2,20,1654,1,8,0,0,0
872,广东,1680,2,19,1653,0,8,0,0,0
873,广东,1678,3,17,1653,2,8,0,0,0
874,广东,1675,1,16,1651,3,8,0,0,0
875,广东,1674,2,18,1648,3,8,0,0,0
876,广东,1672,0,19,1645,0,8,0,0,0
877,广东,1672,0,19,1645,3,8,0,0,0
878,广东,1672,3,22,1642,1,8,0,0,0
879,广东,1669,2,20,1641,2,8,0,0,0
880,广东,1667,5,20,1639,2,8,0,0,0
881,广东,1662,1,17,1637,0,8,0,0,0
882,广东,1661,2,16,1637,0,8,0,0,0
883,广东,1659,0,14,1637,0,8,0,0,0
884,广东,1659,0,14,1637,1,8,0,0,0
885,广东,1659,2,15,1636,0,8,0,0,0
886,广东,1657,3,13,1636,0,8,0,0,0
887,广东,1654,4,10,1636,0,8,0,0,0
888,广东,1650,0,6,1636,0,8,0,0,0
889,广东,1650,0,6,1636,1,8,0,0,0
890,广东,1650,0,7,1635,1,8,0,0,0
891,广东,1650,2,8,1634,0,8,0,0,0
892,广东,1648,0,6,1634,0,8,0,0,0
893,广东,1648,1,6,1634,0,8,0,0,0
894,广东,1647,0,5,1634,3,8,0,0,0
895,广东,1647,2,8,1631,0,8,0,0,0
896,广东,1645,1,6,1631,0,8,0,0,0
897,广东,1644,1,5,1631,0,8,0,0,0
898,广东,1643,0,4,1631,0,8,0,0,0
899,广东,1643,0,4,1631,2,8,0,0,0
900,广东,1643,1,6,1629,2,8,0,0,0
901,广东,1642,0,7,1627,0,8,0,0,0
902,广东,1642,1,7,1627,0,8,0,0,0
903,广东,1641,0,6,1627,0,8,0,0,0
904,广东,1641,4,6,1627,2,8,0,0,0
905,广东,1637,0,4,1625,3,8,0,0,0
906,广东,1637,0,7,1622,0,8,0,0,0
907,广东,1637,2,7,1622,1,8,0,0,0
908,广东,1635,1,6,1621,1,8,0,0,0
909,广东,1634,0,6,1620,1,8,0,0,0
910,广东,1634,0,7,1619,0,8,0,0,0
911,广东,1634,0,7,1619,5,8,0,0,0
912,广东,1634,0,12,1614,0,8,0,0,0
913,广东,1634,0,12,1614,1,8,0,0,0
914,广东,1634,3,13,1613,9,8,0,0,0
915,广东,1631,3,19,1604,1,8,0,0,0
916,广东,1628,0,17,1603,10,8,0,0,0
917,广东,1628,0,27,1593,1,8,0,0,0
918,广东,1628,3,28,1592,2,8,0,0,0
919,广东,1625,0,27,1590,0,8,0,0,0
920,广东,1625,17,27,1590,0,8,0,0,0
921,广东,1608,1,10,1590,1,8,0,0,0
922,广东,1607,0,10,1589,1,8,0,0,0
923,广东,1607,3,11,1588,1,8,0,0,0
924,广东,1604,0,9,1587,1,8,0,0,0
925,广东,1604,2,10,1586,1,8,0,0,0
926,广东,1602,1,9,1585,1,8,0,0,0
927,广东,1601,0,9,1584,0,8,0,0,0
928,广东,1601,3,9,1584,0,8,0,0,0
929,广东,1598,1,6,1584,1,8,0,0,0
930,广东,1597,1,6,1583,0,8,0,0,0
931,广东,1596,1,5,1583,0,8,0,0,0
932,广东,1595,0,4,1583,0,8,0,0,0
933,广东,1595,2,4,1583,0,8,0,0,0
934,广东,1593,0,2,1583,0,8,0,0,0
935,广东,1593,1,2,1583,1,8,0,0,0
936,广东,1592,0,2,1582,0,8,0,0,0
937,广东,1592,0,2,1582,1,8,0,0,0
938,广东,1592,0,3,1581,0,8,0,0,0
939,广东,1592,0,3,1581,0,8,0,0,0
940,广东,1592,0,3,1581,1,8,0,0,0
941,广东,1592,1,4,1580,0,8,0,0,0
942,广东,1591,0,3,1580,0,8,0,0,0
943,广东,1591,1,3,1580,1,8,0,0,0
944,广东,1590,0,3,1579,0,8,0,0,0
945,广东,1590,0,3,1579,0,8,0,0,0
946,广东,1590,0,3,1579,0,8,0,0,0
947,广东,1590,0,3,1579,0,8,0,0,0
948,广东,1590,0,3,1579,0,8,0,0,0
949,广东,1589,0,2,1579,0,8,0,0,0
950,广东,1589,0,2,1579,0,8,0,0,0
951,广东,1589,0,2,1579,1,8,0,0,0
952,广东,1589,0,3,1578,0,8,0,0,0
953,广东,1589,0,3,1578,1,8,0,0,0
954,广东,1589,0,4,1577,1,8,0,0,0
955,广东,1589,0,5,1576,0,8,0,0,0
956,广东,1589,0,5,1576,1,8,0,0,0
957,广东,1589,0,6,1575,0,8,0,0,0
958,广东,1589,1,6,1575,0,8,0,0,0
959,广东,1588,0,5,1575,4,8,0,0,0
960,广东,1588,0,9,1571,2,8,0,0,0
961,广东,1588,0,11,1569,2,8,0,0,0
962,广东,1588,0,13,1567,0,8,0,0,0
963,广东,1588,0,13,1567,2,8,0,0,0
964,广东,1588,0,15,1565,8,8,0,0,0
965,广东,1588,0,23,1557,3,8,0,0,0
966,广东,1588,1,26,1554,7,8,0,0,0
967,广东,1587,0,32,1547,5,8,0,0,0
968,广东,1587,1,37,1542,0,8,0,0,0
969,广东,1586,1,36,1542,8,8,0,0,0
970,广东,1585,0,43,1534,6,8,0,0,0
971,广东,1585,1,49,1528,10,8,0,0,0
972,广东,1584,2,58,1518,7,8,0,0,0
973,广东,1582,0,63,1511,10,8,0,0,0
974,广东,1582,1,73,1501,7,8,0,0,0
975,广东,1581,1,79,1494,4,8,0,0,0
976,广东,1580,1,82,1490,8,8,0,0,0
977,广东,1579,2,89,1482,7,8,0,0,0
978,广东,1577,6,94,1475,4,8,0,0,0
979,广东,1571,5,92,1471,9,8,0,0,0
980,广东,1566,2,96,1462,4,8,0,0,0
981,广东,1564,6,98,1458,4,8,0,0,0
982,广东,1555,3,93,1454,11,8,0,0,0
983,广东,1552,4,101,1443,6,8,0,0,0
984,广东,1548,4,103,1437,3,8,0,0,0
985,广东,1544,5,102,1434,11,8,0,0,0
986,广东,1539,3,108,1423,12,8,0,0,0
987,广东,1536,3,117,1411,10,8,0,0,0
988,广东,1533,1,124,1401,6,8,0,0,0
989,广东,1532,7,129,1395,8,8,0,0,0
990,广东,1524,8,129,1387,9,8,0,0,0
991,广东,1516,2,130,1378,10,8,0,0,0
992,广东,1514,6,138,1368,12,8,0,0,0
993,广东,1507,6,143,1356,-1,8,0,0,0
994,广东,1501,9,136,1357,4,8,0,0,0
995,广东,1490,6,129,1353,2,8,0,0,0
996,广东,1484,9,125,1351,2,8,0,0,0
997,广东,1475,8,118,1349,8,8,0,0,0
998,广东,1467,11,118,1341,4,8,0,0,0
999,广东,1456,12,111,1337,1,8,0,0,0
1000,广东,1444,11,100,1336,2,8,0,0,0
1001,广东,1433,5,91,1334,1,8,0,0,0
1002,广东,1428,15,87,1333,1,8,0,0,0
1003,广东,1413,6,73,1332,3,8,0,0,0
1004,广东,1407,8,70,1329,4,8,0,0,0
1005,广东,1399,7,66,1325,3,8,0,0,0
1006,广东,1392,14,62,1322,4,8,0,0,0
1007,广东,1378,9,52,1318,6,8,0,0,0
1008,广东,1369,5,49,1312,5,8,0,0,0
1009,广东,1364,3,49,1307,1,8,0,0,0
1010,广东,1361,4,47,1306,3,8,0,0,0
1011,广东,1357,1,46,1303,4,8,0,0,0
1012,广东,1356,0,49,1299,3,8,0,0,0
1013,广东,1356,0,52,1296,8,8,0,0,0
1014,广东,1356,3,60,1288,6,8,0,0,0
1015,广东,1353,0,63,1282,12,8,0,0,0
1016,广东,1353,1,75,1270,10,8,0,0,0
1017,广东,1352,0,84,1260,10,8,1,0,0
1018,广东,1352,0,95,1250,17,7,0,0,0
1019,广东,1352,1,112,1233,24,7,0,0,0
1020,广东,1351,1,135,1209,50,7,0,0,0
1021,广东,1350,0,184,1159,30,7,0,0,0
1022,广东,1350,0,214,1129,48,7,0,0,0
1023,广东,1350,0,262,1081,47,7,0,0,0
1024,广东,1350,1,309,1034,25,7,0,0,0
1025,广东,1349,0,333,1009,37,7,0,0,0
1026,广东,1349,1,370,972,53,7,0,0,0
1027,广东,1348,1,422,919,46,7,0,0,0
1028,广东,1347,0,467,873,32,7,0,0,0
1029,广东,1347,0,499,841,36,7,0,0,0
1030,广东,1347,2,535,805,33,7,1,0,0
1031,广东,1345,3,567,772,32,6,0,0,0
1032,广东,1342,3,596,740,20,6,1,0,0
1033,广东,1339,6,614,720,56,5,0,0,0
1034,广东,1333,1,664,664,45,5,0,0,0
1035,广东,1332,1,708,619,48,5,0,0,0
1036,广东,1331,3,755,571,41,5,1,0,0
1037,广东,1328,6,794,530,57,4,0,0,0
1038,广东,1322,6,845,473,37,4,2,0,0
1039,广东,1316,22,878,436,50,2,0,0,0
1040,广东,1294,33,906,386,54,2,0,0,0
1041,广东,1261,20,927,332,48,2,0,0,0
1042,广东,1241,22,955,284,43,2,1,0,0
1043,广东,1219,42,977,241,60,1,0,0,0
1044,广东,1177,26,995,181,38,1,0,0,0
1045,广东,1151,31,1007,143,18,1,0,0,0
1046,广东,1120,45,994,125,28,1,0,0,0
1047,广东,1075,57,977,97,28,1,0,0,0
1048,广东,1018,74,948,69,20,1,1,0,0
1049,广东,944,74,895,49,17,0,0,0,0
1050,广东,870,73,838,32,11,0,0,0,0
1051,广东,797,114,776,21,6,0,0,0,0
1052,广东,683,79,668,15,1,0,0,0,0
1053,广东,604,84,590,14,3,0,0,0,0
1054,广东,520,127,509,11,2,0,0,0,0
1055,广东,393,82,384,9,3,0,0,0,0
1056,广东,311,70,305,6,1,0,0,0,0
1057,广东,241,53,236,5,1,0,0,0,0
1058,广东,188,42,184,4,2,0,0,0,0
1059,广东,146,48,144,2,0,0,0,0,0
1060,广东,98,20,96,2,0,0,0,0,0
1061,广东,78,25,76,2,0,0,0,0,0
1062,广东,53,21,51,2,2,0,0,0,0
1063,广东,32,6,32,0,0,0,0,0,0
1064,广东,26,12,26,0,0,0,0,0,0
1065,广东,14,13,14,0,0,0,0,0,0
1066,广东,1,0,1,0,0,0,0,0,0
