﻿省份,时间,累计确诊,新增确诊,现有确诊,累计治愈,新增治愈,累计死亡,新增死亡,新增无症状,新增本土确诊
广东,2021/1/24,2106,2,43,2055,2,8,0,0,0
广东,2021/1/23,2104,5,43,2053,1,8,0,0,0
广东,2021/1/22,2099,1,39,2052,3,8,0,0,0
广东,2021/1/21,2098,5,41,2049,5,8,0,0,0
广东,2021/1/20,2093,0,41,2044,0,8,0,0,0
广东,2021/1/19,2093,3,41,2044,5,8,0,0,0
广东,2021/1/18,2090,3,43,2039,4,8,0,0,0
广东,2021/1/17,2087,1,44,2035,1,8,0,0,0
广东,2021/1/16,2086,2,44,2034,2,8,0,0,0
广东,2021/1/15,2084,3,44,2032,2,8,0,0,0
广东,2021/1/14,2081,3,43,2030,2,8,0,0,0
广东,2021/1/13,2078,0,42,2028,0,8,0,0,0
广东,2021/1/12,2078,3,42,2028,4,8,0,0,0
广东,2021/1/11,2075,7,43,2024,2,8,0,0,0
广东,2021/1/10,2068,0,38,2022,0,8,0,0,0
广东,2021/1/9,2068,1,38,2022,0,8,0,0,0
广东,2021/1/8,2067,2,37,2022,2,8,0,0,0
广东,2021/1/7,2065,5,37,2020,5,8,0,0,0
广东,2021/1/6,2060,0,37,2015,0,8,0,0,0
广东,2021/1/5,2060,3,37,2015,1,8,0,0,0
广东,2021/1/4,2057,4,35,2014,2,8,0,0,0
广东,2021/1/3,2053,2,33,2012,0,8,0,0,0
广东,2021/1/2,2051,2,31,2012,1,8,0,0,0
广东,2021/1/1,2049,3,30,2011,1,8,0,0,0
广东,2020/12/31,2046,2,28,2010,2,8,0,0,0
广东,2020/12/30,2044,3,28,2008,0,8,0,0,0
广东,2020/12/29,2041,1,25,2008,0,8,0,0,0
广东,2020/12/28,2040,1,24,2008,5,8,0,0,0
广东,2020/12/27,2039,1,28,2003,5,8,0,0,0
广东,2020/12/26,2038,0,32,1998,2,8,0,0,0
广东,2020/12/25,2038,2,34,1996,3,8,0,0,0
广东,2020/12/24,2036,0,35,1993,0,8,0,0,0
广东,2020/12/23,2036,1,35,1993,7,8,0,0,0
广东,2020/12/22,2035,4,41,1986,6,8,0,0,0
广东,2020/12/21,2031,0,43,1980,0,8,0,0,0
广东,2020/12/20,2031,3,43,1980,1,8,0,0,0
广东,2020/12/19,2028,1,41,1979,2,8,0,0,0
广东,2020/12/18,2027,1,42,1977,3,8,0,0,0
广东,2020/12/17,2026,4,44,1974,1,8,0,0,0
广东,2020/12/16,2022,1,41,1973,0,8,0,0,0
广东,2020/12/15,2021,3,40,1973,0,8,0,0,0
广东,2020/12/14,2018,1,37,1973,0,8,0,0,0
广东,2020/12/13,2017,1,36,1973,1,8,0,0,0
广东,2020/12/12,2016,1,36,1972,2,8,0,0,0
广东,2020/12/11,2015,2,37,1970,1,8,0,0,0
广东,2020/12/10,2013,3,36,1969,1,8,0,0,0
广东,2020/12/9,2010,1,34,1968,2,8,0,0,0
广东,2020/12/8,2009,2,35,1966,2,8,0,0,0
广东,2020/12/7,2007,3,35,1964,4,8,0,0,0
广东,2020/12/6,2004,2,36,1960,4,8,0,0,0
广东,2020/12/5,2002,2,38,1956,0,8,0,0,0
广东,2020/12/4,2000,3,36,1956,3,8,0,0,0
广东,2020/12/3,1997,1,36,1953,1,8,0,0,0
广东,2020/12/2,1996,4,36,1952,1,8,0,0,0
广东,2020/12/1,1992,3,33,1951,2,8,0,0,0
广东,2020/11/30,1989,0,32,1949,0,8,0,0,0
广东,2020/11/29,1989,1,32,1949,2,8,0,0,0
广东,2020/11/28,1988,0,33,1947,0,8,0,0,0
广东,2020/11/27,1988,0,33,1947,5,8,0,0,0
广东,2020/11/26,1988,0,38,1942,0,8,0,0,0
广东,2020/11/25,1988,4,38,1942,1,8,0,0,0
广东,2020/11/24,1984,1,35,1941,1,8,0,0,0
广东,2020/11/23,1983,8,35,1940,3,8,0,0,0
广东,2020/11/22,1975,0,30,1937,2,8,0,0,0
广东,2020/11/21,1975,0,32,1935,0,8,0,0,0
广东,2020/11/20,1975,0,32,1935,2,8,0,0,0
广东,2020/11/19,1975,2,34,1933,0,8,0,0,0
广东,2020/11/18,1973,1,32,1933,3,8,0,0,0
广东,2020/11/17,1972,1,34,1930,5,8,0,0,0
广东,2020/11/16,1971,3,38,1925,2,8,0,0,0
广东,2020/11/15,1968,2,37,1923,1,8,0,0,0
广东,2020/11/14,1966,3,36,1922,0,8,0,0,0
广东,2020/11/13,1963,7,33,1922,1,8,0,0,0
广东,2020/11/12,1956,0,27,1921,3,8,0,0,0
广东,2020/11/11,1956,1,30,1918,3,8,0,0,0
广东,2020/11/10,1955,0,32,1915,6,8,0,0,0
广东,2020/11/9,1955,10,38,1909,5,8,0,0,0
广东,2020/11/8,1945,0,33,1904,2,8,0,0,0
广东,2020/11/7,1945,2,35,1902,0,8,0,0,0
广东,2020/11/6,1943,2,33,1902,3,8,8,0,0
广东,2020/11/5,1941,3,42,1899,3,0,-8,0,0
广东,2020/11/4,1938,0,34,1896,5,8,0,0,0
广东,2020/11/3,1938,3,39,1891,0,8,0,0,0
广东,2020/11/2,1935,8,36,1891,4,8,0,0,0
广东,2020/11/1,1927,5,32,1887,5,8,0,0,0
广东,2020/10/31,1922,3,32,1882,0,8,0,0,0
广东,2020/10/30,1919,3,29,1882,5,8,0,0,0
广东,2020/10/29,1916,2,31,1877,7,8,0,0,0
广东,2020/10/28,1914,3,36,1870,0,8,0,0,0
广东,2020/10/27,1911,2,33,1870,1,8,0,0,0
广东,2020/10/26,1909,1,32,1869,4,8,0,0,0
广东,2020/10/25,1908,4,35,1865,8,8,0,0,0
广东,2020/10/24,1904,0,39,1857,0,8,0,0,0
广东,2020/10/23,1904,9,39,1857,9,8,0,0,0
广东,2020/10/22,1895,0,39,1848,0,8,0,0,0
广东,2020/10/21,1895,3,39,1848,4,8,0,0,0
广东,2020/10/20,1892,3,40,1844,3,8,0,0,0
广东,2020/10/19,1889,5,40,1841,1,8,0,0,0
广东,2020/10/18,1884,3,36,1840,8,8,0,0,0
广东,2020/10/17,1881,4,41,1832,0,8,0,0,0
广东,2020/10/16,1877,2,37,1832,1,8,0,0,0
广东,2020/10/15,1875,6,36,1831,5,8,0,0,0
广东,2020/10/14,1869,0,35,1826,0,8,0,0,0
广东,2020/10/13,1869,6,35,1826,1,8,0,0,0
广东,2020/10/12,1863,2,30,1825,2,8,0,0,0
广东,2020/10/11,1861,3,30,1823,1,8,0,0,0
广东,2020/10/10,1858,6,28,1822,0,8,0,0,0
广东,2020/10/9,1852,1,22,1822,1,8,0,0,0
广东,2020/10/8,1851,3,22,1821,6,8,0,0,0
广东,2020/10/7,1848,0,25,1815,7,8,0,0,0
广东,2020/10/6,1848,2,32,1808,0,8,0,0,0
广东,2020/10/5,1846,5,30,1808,2,8,0,0,0
广东,2020/10/4,1841,1,27,1806,2,8,0,0,0
广东,2020/10/3,1840,6,28,1804,1,8,0,0,0
广东,2020/10/2,1834,5,23,1803,4,8,0,0,0
广东,2020/10/1,1829,2,22,1799,0,8,0,0,0
广东,2020/9/30,1827,0,20,1799,3,8,0,0,0
广东,2020/9/29,1827,8,23,1796,4,8,0,0,0
广东,2020/9/28,1819,5,19,1792,7,8,0,0,0
广东,2020/9/27,1814,0,21,1789,4,8,0,0,0
广东,2020/9/26,1814,2,21,1785,0,8,0,0,0
广东,2020/9/25,1812,3,19,1785,3,8,0,0,0
广东,2020/9/24,1809,2,19,1782,2,8,0,0,0
广东,2020/9/23,1807,0,19,1780,3,8,0,0,0
广东,2020/9/22,1807,4,22,1777,3,8,0,0,0
广东,2020/9/21,1803,3,21,1774,3,8,0,0,0
广东,2020/9/20,1800,3,21,1771,3,8,0,0,0
广东,2020/9/19,1797,4,21,1768,1,8,0,0,0
广东,2020/9/18,1793,6,18,1767,3,8,0,0,0
广东,2020/9/17,1787,3,15,1764,4,8,0,0,0
广东,2020/9/16,1784,1,16,1760,3,8,0,0,0
广东,2020/9/15,1783,1,18,1757,4,8,0,0,0
广东,2020/9/14,1782,4,21,1753,5,8,0,0,0
广东,2020/9/13,1778,1,22,1748,0,8,0,0,0
广东,2020/9/12,1777,1,21,1748,3,8,0,0,0
广东,2020/9/11,1776,2,23,1745,2,8,0,0,0
广东,2020/9/10,1774,4,23,1743,0,8,0,0,0
广东,2020/9/9,1770,1,19,1743,6,8,0,0,0
广东,2020/9/8,1769,0,24,1737,2,8,0,0,0
广东,2020/9/7,1769,2,26,1735,2,8,0,0,0
广东,2020/9/6,1767,4,26,1733,6,8,0,0,0
广东,2020/9/5,1763,3,28,1727,4,8,0,0,0
广东,2020/9/4,1760,2,29,1723,1,8,0,0,0
广东,2020/9/3,1758,13,28,1722,0,8,0,0,0
广东,2020/9/2,1745,3,15,1722,1,8,0,0,0
广东,2020/9/1,1742,2,13,1721,0,8,0,0,0
广东,2020/8/31,1740,2,11,1721,3,8,0,0,0
广东,2020/8/30,1738,0,12,1718,0,8,0,0,0
广东,2020/8/29,1738,1,12,1718,2,8,0,0,0
广东,2020/8/28,1737,2,13,1716,1,8,0,0,0
广东,2020/8/27,1735,1,12,1715,11,8,0,0,0
广东,2020/8/26,1734,0,22,1704,0,8,0,0,0
广东,2020/8/25,1734,4,22,1704,2,8,0,0,0
广东,2020/8/24,1730,3,20,1702,1,8,0,0,0
广东,2020/8/23,1727,0,18,1701,2,8,0,0,0
广东,2020/8/22,1727,2,20,1699,3,8,0,0,0
广东,2020/8/21,1725,0,21,1696,1,8,0,0,0
广东,2020/8/20,1725,0,22,1695,8,8,0,0,0
广东,2020/8/19,1725,0,30,1687,0,8,0,0,0
广东,2020/8/18,1725,4,30,1687,0,8,0,0,0
广东,2020/8/17,1721,1,26,1687,3,8,0,0,0
广东,2020/8/16,1720,8,28,1684,0,8,0,0,0
广东,2020/8/15,1712,3,20,1684,1,8,0,0,0
广东,2020/8/14,1709,2,18,1683,2,8,0,0,0
广东,2020/8/13,1707,0,18,1681,3,8,0,0,0
广东,2020/8/12,1707,2,21,1678,2,8,0,0,0
广东,2020/8/11,1705,6,21,1676,4,8,0,0,0
广东,2020/8/10,1699,3,19,1672,1,8,0,0,0
广东,2020/8/9,1696,3,17,1671,2,8,0,0,0
广东,2020/8/8,1693,5,16,1669,5,8,0,0,0
广东,2020/8/7,1688,1,16,1664,3,8,0,0,0
广东,2020/8/6,1687,0,18,1661,0,8,0,0,0
广东,2020/8/5,1687,0,18,1661,2,8,0,0,0
广东,2020/8/4,1687,0,20,1659,0,8,0,0,0
广东,2020/8/3,1687,4,20,1659,2,8,0,0,0
广东,2020/8/2,1683,1,18,1657,3,8,0,0,0
广东,2020/8/1,1682,2,20,1654,1,8,0,0,0
广东,2020/7/31,1680,2,19,1653,0,8,0,0,0
广东,2020/7/30,1678,3,17,1653,2,8,0,0,0
广东,2020/7/29,1675,1,16,1651,3,8,0,0,0
广东,2020/7/28,1674,2,18,1648,3,8,0,0,0
广东,2020/7/27,1672,0,19,1645,0,8,0,0,0
广东,2020/7/26,1672,0,19,1645,3,8,0,0,0
广东,2020/7/25,1672,3,22,1642,1,8,0,0,0
广东,2020/7/24,1669,2,20,1641,2,8,0,0,0
广东,2020/7/23,1667,5,20,1639,2,8,0,0,0
广东,2020/7/22,1662,1,17,1637,0,8,0,0,0
广东,2020/7/21,1661,2,16,1637,0,8,0,0,0
广东,2020/7/20,1659,0,14,1637,0,8,0,0,0
广东,2020/7/19,1659,0,14,1637,1,8,0,0,0
广东,2020/7/18,1659,2,15,1636,0,8,0,0,0
广东,2020/7/17,1657,3,13,1636,0,8,0,0,0
广东,2020/7/16,1654,4,10,1636,0,8,0,0,0
广东,2020/7/15,1650,0,6,1636,0,8,0,0,0
广东,2020/7/14,1650,0,6,1636,1,8,0,0,0
广东,2020/7/13,1650,0,7,1635,1,8,0,0,0
广东,2020/7/12,1650,2,8,1634,0,8,0,0,0
广东,2020/7/11,1648,0,6,1634,0,8,0,0,0
广东,2020/7/10,1648,1,6,1634,0,8,0,0,0
广东,2020/7/9,1647,0,5,1634,3,8,0,0,0
广东,2020/7/8,1647,2,8,1631,0,8,0,0,0
广东,2020/7/7,1645,1,6,1631,0,8,0,0,0
广东,2020/7/6,1644,1,5,1631,0,8,0,0,0
广东,2020/7/5,1643,0,4,1631,0,8,0,0,0
广东,2020/7/4,1643,0,4,1631,2,8,0,0,0
广东,2020/7/3,1643,1,6,1629,2,8,0,0,0
广东,2020/7/2,1642,0,7,1627,0,8,0,0,0
广东,2020/7/1,1642,1,7,1627,0,8,0,0,0
广东,2020/6/30,1641,0,6,1627,0,8,0,0,0
广东,2020/6/29,1641,4,6,1627,2,8,0,0,0
广东,2020/6/28,1637,0,4,1625,3,8,0,0,0
广东,2020/6/27,1637,0,7,1622,0,8,0,0,0
广东,2020/6/26,1637,2,7,1622,1,8,0,0,0
广东,2020/6/25,1635,1,6,1621,1,8,0,0,0
广东,2020/6/24,1634,0,6,1620,1,8,0,0,0
广东,2020/6/23,1634,0,7,1619,0,8,0,0,0
广东,2020/6/22,1634,0,7,1619,5,8,0,0,0
广东,2020/6/21,1634,0,12,1614,0,8,0,0,0
广东,2020/6/20,1634,0,12,1614,1,8,0,0,0
广东,2020/6/19,1634,3,13,1613,9,8,0,0,0
广东,2020/6/18,1631,3,19,1604,1,8,0,0,0
广东,2020/6/17,1628,0,17,1603,10,8,0,0,0
广东,2020/6/16,1628,0,27,1593,1,8,0,0,0
广东,2020/6/15,1628,3,28,1592,2,8,0,0,0
广东,2020/6/14,1625,0,27,1590,0,8,0,0,0
广东,2020/6/13,1625,17,27,1590,0,8,0,0,0
广东,2020/6/12,1608,1,10,1590,1,8,0,0,0
广东,2020/6/11,1607,0,10,1589,1,8,0,0,0
广东,2020/6/10,1607,3,11,1588,1,8,0,0,0
广东,2020/6/9,1604,0,9,1587,1,8,0,0,0
广东,2020/6/8,1604,2,10,1586,1,8,0,0,0
广东,2020/6/7,1602,1,9,1585,1,8,0,0,0
广东,2020/6/6,1601,0,9,1584,0,8,0,0,0
广东,2020/6/5,1601,3,9,1584,0,8,0,0,0
广东,2020/6/4,1598,1,6,1584,1,8,0,0,0
广东,2020/6/3,1597,1,6,1583,0,8,0,0,0
广东,2020/6/2,1596,1,5,1583,0,8,0,0,0
广东,2020/6/1,1595,0,4,1583,0,8,0,0,0
广东,2020/5/31,1595,2,4,1583,0,8,0,0,0
广东,2020/5/30,1593,0,2,1583,0,8,0,0,0
广东,2020/5/29,1593,1,2,1583,1,8,0,0,0
广东,2020/5/28,1592,0,2,1582,0,8,0,0,0
广东,2020/5/27,1592,0,2,1582,1,8,0,0,0
广东,2020/5/26,1592,0,3,1581,0,8,0,0,0
广东,2020/5/25,1592,0,3,1581,0,8,0,0,0
广东,2020/5/24,1592,0,3,1581,1,8,0,0,0
广东,2020/5/23,1592,1,4,1580,0,8,0,0,0
广东,2020/5/22,1591,0,3,1580,0,8,0,0,0
广东,2020/5/21,1591,1,3,1580,1,8,0,0,0
广东,2020/5/20,1590,0,3,1579,0,8,0,0,0
广东,2020/5/19,1590,0,3,1579,0,8,0,0,0
广东,2020/5/18,1590,0,3,1579,0,8,0,0,0
广东,2020/5/17,1590,0,3,1579,0,8,0,0,0
广东,2020/5/16,1590,0,3,1579,0,8,0,0,0
广东,2020/5/15,1589,0,2,1579,0,8,0,0,0
广东,2020/5/14,1589,0,2,1579,0,8,0,0,0
广东,2020/5/13,1589,0,2,1579,1,8,0,0,0
广东,2020/5/12,1589,0,3,1578,0,8,0,0,0
广东,2020/5/11,1589,0,3,1578,1,8,0,0,0
广东,2020/5/10,1589,0,4,1577,1,8,0,0,0
广东,2020/5/9,1589,0,5,1576,0,8,0,0,0
广东,2020/5/8,1589,0,5,1576,1,8,0,0,0
广东,2020/5/7,1589,0,6,1575,0,8,0,0,0
广东,2020/5/6,1589,1,6,1575,0,8,0,0,0
广东,2020/5/5,1588,0,5,1575,4,8,0,0,0
广东,2020/5/4,1588,0,9,1571,2,8,0,0,0
广东,2020/5/3,1588,0,11,1569,2,8,0,0,0
广东,2020/5/2,1588,0,13,1567,0,8,0,0,0
广东,2020/5/1,1588,0,13,1567,2,8,0,0,0
广东,2020/4/30,1588,0,15,1565,8,8,0,0,0
广东,2020/4/29,1588,0,23,1557,3,8,0,0,0
广东,2020/4/28,1588,1,26,1554,7,8,0,0,0
广东,2020/4/27,1587,0,32,1547,5,8,0,0,0
广东,2020/4/26,1587,1,37,1542,0,8,0,0,0
广东,2020/4/25,1586,1,36,1542,8,8,0,0,0
广东,2020/4/24,1585,0,43,1534,6,8,0,0,0
广东,2020/4/23,1585,1,49,1528,10,8,0,0,0
广东,2020/4/22,1584,2,58,1518,7,8,0,0,0
广东,2020/4/21,1582,0,63,1511,10,8,0,0,0
广东,2020/4/20,1582,1,73,1501,7,8,0,0,0
广东,2020/4/19,1581,1,79,1494,4,8,0,0,0
广东,2020/4/18,1580,1,82,1490,8,8,0,0,0
广东,2020/4/17,1579,2,89,1482,7,8,0,0,0
广东,2020/4/16,1577,6,94,1475,4,8,0,0,0
广东,2020/4/15,1571,5,92,1471,9,8,0,0,0
广东,2020/4/14,1566,2,96,1462,4,8,0,0,0
广东,2020/4/13,1564,6,98,1458,4,8,0,0,0
广东,2020/4/12,1555,3,93,1454,11,8,0,0,0
广东,2020/4/11,1552,4,101,1443,6,8,0,0,0
广东,2020/4/10,1548,4,103,1437,3,8,0,0,0
广东,2020/4/9,1544,5,102,1434,11,8,0,0,0
广东,2020/4/8,1539,3,108,1423,12,8,0,0,0
广东,2020/4/7,1536,3,117,1411,10,8,0,0,0
广东,2020/4/6,1533,1,124,1401,6,8,0,0,0
广东,2020/4/5,1532,7,129,1395,8,8,0,0,0
广东,2020/4/4,1524,8,129,1387,9,8,0,0,0
广东,2020/4/3,1516,2,130,1378,10,8,0,0,0
广东,2020/4/2,1514,6,138,1368,12,8,0,0,0
广东,2020/4/1,1507,6,143,1356,-1,8,0,0,0
广东,2020/3/31,1501,9,136,1357,4,8,0,0,0
广东,2020/3/30,1490,6,129,1353,2,8,0,0,0
广东,2020/3/29,1484,9,125,1351,2,8,0,0,0
广东,2020/3/28,1475,8,118,1349,8,8,0,0,0
广东,2020/3/27,1467,11,118,1341,4,8,0,0,0
广东,2020/3/26,1456,12,111,1337,1,8,0,0,0
广东,2020/3/25,1444,11,100,1336,2,8,0,0,0
广东,2020/3/24,1433,5,91,1334,1,8,0,0,0
广东,2020/3/23,1428,15,87,1333,1,8,0,0,0
广东,2020/3/22,1413,6,73,1332,3,8,0,0,0
广东,2020/3/21,1407,8,70,1329,4,8,0,0,0
广东,2020/3/20,1399,7,66,1325,3,8,0,0,0
广东,2020/3/19,1392,14,62,1322,4,8,0,0,0
广东,2020/3/18,1378,9,52,1318,6,8,0,0,0
广东,2020/3/17,1369,5,49,1312,5,8,0,0,0
广东,2020/3/16,1364,3,49,1307,1,8,0,0,0
广东,2020/3/15,1361,4,47,1306,3,8,0,0,0
广东,2020/3/14,1357,1,46,1303,4,8,0,0,0
广东,2020/3/13,1356,0,49,1299,3,8,0,0,0
广东,2020/3/12,1356,0,52,1296,8,8,0,0,0
广东,2020/3/11,1356,3,60,1288,6,8,0,0,0
广东,2020/3/10,1353,0,63,1282,12,8,0,0,0
广东,2020/3/9,1353,1,75,1270,10,8,0,0,0
广东,2020/3/8,1352,0,84,1260,10,8,1,0,0
广东,2020/3/7,1352,0,95,1250,17,7,0,0,0
广东,2020/3/6,1352,1,112,1233,24,7,0,0,0
广东,2020/3/5,1351,1,135,1209,50,7,0,0,0
广东,2020/3/4,1350,0,184,1159,30,7,0,0,0
广东,2020/3/3,1350,0,214,1129,48,7,0,0,0
广东,2020/3/2,1350,0,262,1081,47,7,0,0,0
广东,2020/3/1,1350,1,309,1034,25,7,0,0,0
广东,2020/2/29,1349,0,333,1009,37,7,0,0,0
广东,2020/2/28,1349,1,370,972,53,7,0,0,0
广东,2020/2/27,1348,1,422,919,46,7,0,0,0
广东,2020/2/26,1347,0,467,873,32,7,0,0,0
广东,2020/2/25,1347,0,499,841,36,7,0,0,0
广东,2020/2/24,1347,2,535,805,33,7,1,0,0
广东,2020/2/23,1345,3,567,772,32,6,0,0,0
广东,2020/2/22,1342,3,596,740,20,6,1,0,0
广东,2020/2/21,1339,6,614,720,56,5,0,0,0
广东,2020/2/20,1333,1,664,664,45,5,0,0,0
广东,2020/2/19,1332,1,708,619,48,5,0,0,0
广东,2020/2/18,1331,3,755,571,41,5,1,0,0
广东,2020/2/17,1328,6,794,530,57,4,0,0,0
广东,2020/2/16,1322,6,845,473,37,4,2,0,0
广东,2020/2/15,1316,22,878,436,50,2,0,0,0
广东,2020/2/14,1294,33,906,386,54,2,0,0,0
广东,2020/2/13,1261,20,927,332,48,2,0,0,0
广东,2020/2/12,1241,22,955,284,43,2,1,0,0
广东,2020/2/11,1219,42,977,241,60,1,0,0,0
广东,2020/2/10,1177,26,995,181,38,1,0,0,0
广东,2020/2/9,1151,31,1007,143,18,1,0,0,0
广东,2020/2/8,1120,45,994,125,28,1,0,0,0
广东,2020/2/7,1075,57,977,97,28,1,0,0,0
广东,2020/2/6,1018,74,948,69,20,1,1,0,0
广东,2020/2/5,944,74,895,49,17,0,0,0,0
广东,2020/2/4,870,73,838,32,11,0,0,0,0
广东,2020/2/3,797,114,776,21,6,0,0,0,0
广东,2020/2/2,683,79,668,15,1,0,0,0,0
广东,2020/2/1,604,84,590,14,3,0,0,0,0
广东,2020/1/31,520,127,509,11,2,0,0,0,0
广东,2020/1/30,393,82,384,9,3,0,0,0,0
广东,2020/1/29,311,70,305,6,1,0,0,0,0
广东,2020/1/28,241,53,236,5,1,0,0,0,0
广东,2020/1/27,188,42,184,4,2,0,0,0,0
广东,2020/1/26,146,48,144,2,0,0,0,0,0
广东,2020/1/25,98,20,96,2,0,0,0,0,0
广东,2020/1/24,78,25,76,2,0,0,0,0,0
广东,2020/1/23,53,21,51,2,2,0,0,0,0
广东,2020/1/22,32,6,32,0,0,0,0,0,0
广东,2020/1/21,26,12,26,0,0,0,0,0,0
广东,2020/1/20,14,13,14,0,0,0,0,0,0
广东,2020/1/19,1,0,1,0,0,0,0,0,0
